Utterance,Emotion
"Yeah, oh, ""Your mom probably won't kill herself,"" y’know?",anger
"....and 12, 22, 18, four...  What?",surprise
"Carol called me to thank me for the lasagna, I asked, she told me.",neutral
"Oh, swish classy.",disgust
How good is that?,neutral
"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",neutral
You are depart to a clinic!,disgust
What?! Why? Joey you were so ready for it!,surprise
"With them, under them, what’s the difference? Eh, Rach?",neutral
He’s gonna go up to the counter with,neutral
"Rachel, it's not that your friend is bad, it's that she's so bad, she shit me want to put my finger through my centre into my brain and eddy it around.",disgust
"What?! Joey, you don’t want to go on a date with a pregnant lady.",surprise
"Uhh, talk Katie, uh listen, we-we need to look.",fear
Your favorite!,joy
"That's fine, just don't bring it in my verbalise.",disgust
Like I have nothing better to do!,neutral
All answer right. Did everyone get out okay?,fear
That’s a kiddo more than I wanted to see.,disgust
"Oh divinity my god, what were you thinking?",disgust
Nice car!,joy
"Ooh, now you recede me.",fear
Are you sure?,joy
I wonder how long been milk  has that setting out.,disgust
"No, just a Friday night.",neutral
"Ohh, that’s too bad!",sadness
"It-it-it’s no vauntingly deal, all right, I’m-I’m cool.",fear
"Okay, I hear you! Are you capable of talking about any thing others?",disgust
"Uh dorry, wrong number.",fear
"No, no, no, iodin wouldn’t do you myself, I mean that would be weird.",disgust
Yeah!,joy
Right-right up here.,neutral
"Honey, really, don't squeeze it so hard!",anger
"Nothing, nothing. Lee-lo, the laundry's done.",neutral
"No. Rachel hooked me up with a tux! But not just any tux, Batman’s tux!",joy
"No, you started it.",anger
"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday differentiate morning it's like",disgust
"Yes. Yes, yes I did.  But-but it was, ace it was just a one night thing. It meant nothing.",fear
"Well, unfortunately, I don't get many callbacks so",neutral
"Um, Rachel I’m really sorry.  That’s okay, do you wanna get back together?  Yeah, okay.  Did anyone else hear that?!",surprise
"She’s cute, she’s outdoorsy, you know, and she knows how to build a fire.",neutral
"Ohh, okay.",neutral
"I know, I probably shouldn't even differentiate you this, but I'm pretty much totally intimidated by you.",fear
They loved me!,joy
I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,anger
How raw.,disgust
"Oh yeah. isn't off all, chasing the Churo guy First jogging.",disgust
So what! As long as he’s not wearing a white dress and a veil I don’t care.,neutral
"No, no, no... why, because it might get weird for everyone else?",neutral
I power want her to think I might be in a restaurant.. y'know?,fear
"No, I didn't misunderstand, okay? She was all over me! She touched my bicep for crying out loud!",anger
You’re foul!,disgust
"Knock, knock, knock, knock, hi.",neutral
"Well, I-I got this blinding pain in my stomach when was lifting, then I uh passed out and uh, haven’t been able to stand up since.",fear
Oh. And Rachel has been really incredible in getting my morning bagel for me. It’s amazing how she gets it right almost,joy
Everyone knows I’m an ass man!,joy
"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",anger
"Look look! It's Rachel and Barry. No, don't everybody look at once!",surprise
I’m not freaking out.,neutral
"No, no, ok, you hang up.",joy
"Yeah, they’re out of town.",neutral
"Come on, please?! I’m boredddd! You let me do it once before.",neutral
"So it’s y’know, it’s uh, it’s cool.",neutral
"Well, it was quite large. I-I-I-I-I had throw most of it away.",fear
"Joey, this is sick, it's disgusting, IT it's, it's—not really true, is it?",disgust
Well of course that is what I’m here for!,joy
That’s great. Good for you guys.,joy
Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,anger
Yeah. What-what did Tag say?,neutral
"Oh, yeah, this is from Rachel.",neutral
"All right, that’s it, we’re going to the emergency room.",neutral
"Okay, whatsoever whatever.",disgust
"Well, that's different. My lie didn't make one of us a felon in 48 states. What were thinking you?",disgust
Why? Why can’t you go to him?,surprise
"And I will cook anything you want in anything , and do here in there!",fear
Yeah?,surprise
"Yeah, I wouldn’t know about that.",neutral
"Uhh,",neutral
...pig... man!,disgust
That’s a little more than I wanted to angstrom see.,disgust
"Aww, I don't deficiency to see that!",disgust
"Thank you, very much! Oh!  Thank you!",joy
I've actually been thinking about quitting lately.,neutral
"Oh, oh, oh, dingy.",fear
And I can't stop you.,neutral
Chuck Woolery?,neutral
Remember how you said you were really dense about poetry? Oh.,neutral
Ooooh! Freeze him out.,joy
"But only because I was up all night vex about this  meeting, ain’t that funny?",fear
"I don’t know!   Yeah, I do.",joy
"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sadness
"Sure, what do you got?",neutral
Hating you!,anger
"Oh, it’s you. I see you everywhere. I’m Jim, Jim Nelson.",surprise
"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",joy
Why?,neutral
"No mom thanks, Mom!",disgust
Okay. Let’s bring it in.,neutral
Will you marry conjoin me?,fear
"Okay, great.",joy
"I don't know, birds just don't say, ""Hello, sit here, eat something.""",neutral
"OK sweetie, I'll see you later.",neutral
Well then let's just quit! We'll just quit! Let's all quit!,joy
Brooklyn Heights.,neutral
yea!,disgust
"Listen, do you kind and try not okay let my intense vulnerability become any think- of a factor here—but do you think it would be to if I asked you out?",fear
"Okay, so if an eight comes up, we take it as a sign and we do it!",joy
"Um, y'know, before we fit ah, there’s something I need to say.",fear
"But hey, y'know if you don’t believe me, please, by my guest.",neutral
"That’s fine, for now we’ll just call her Baby Girl Green.",neutral
Uh-huh. But it was a first for the rest of my building.,neutral
"Julie’s cervix is dilated a seven centimeters, that’s about four fingers. The doctor let me feel it myself.",joy
"Ohh, they’re having a",joy
It's worse than thumb the!,disgust
"Mom, c'mon, stay worrying.",fear
So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,anger
David!  What-what are you doing here? Aren’t you supposed to be in Russia?,surprise
It’d take forever to pry this up.,joy
"That, that's what's.",disgust
"Oh, ah, tour guide at the museum. Yeah, Ross got it for me.",neutral
What?!,surprise
"Well, let's just read the impressions you made in the butter left little to the imagination.",disgust
"With a chick-chick here, and a chick-chick there.",joy
I talk to you and it’s nothin’.,neutral
Who's party is it?,anger
"Well, Joshua’s coming in tomorrow and since I don’t have the guts to ask him out, I’m going to sell him a coat and put this note in the pocket.",neutral
"Oh that’s all right, I have it memorized. It’s 1A.",neutral
"Oh, you know, the writing was good, and the director is good,    and... and my co-star's good",joy
"Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",sadness
Joey!! What the sin were you doing?!,disgust
"We couldn’t keep our eyes off each other all night and then every once and a while y’know, he’d kinda lean over and stroke my hair and touch my neck.",joy
"nauseous Dude, you are sick.",disgust
"Oh, 1 don’t know.",fear
"Rachel, things can get incredibly complicated.",anger
"This is a garden view room, and we paid for an ocean view room.",anger
No.,neutral
"Hey, Mel Gibson and Clint Eastwood.",surprise
"Y'know, I've been meaning to talk to you about this whole, little, new European thing you got going on, and I just need to tell you that it makes me very uncomfortable and I just—y'know—stop it!",anger
"Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!",joy
Is there anything we can do for you?,neutral
"I hang out with you dudes, and he stars in a drag show in Vegas.",disgust
My late husband gave me that lighter.  I'm not kidding.,sadness
You'd tell me if you were moving out proper,fear
No! Seriously! What’s wrong with you?!,anger
It’overly s-it’s too soon.,fear
"Sorry, mix up. Hey, how was the movie?",neutral
"Uh-oh, I feel another one come.",fear
And now I have seen her naked.,neutral
Congratulations...oh..wow,joy
My God! What did you order?!,surprise
"Hold it, hold it.",neutral
"Ugh, Monica, ane know about you and Chandler.",disgust
The Red Ross! Okay.,joy
"Okay, cause when-when he said, ""I can’t wait to hear your first words,"" I thought, ""There’s a trick.""",surprise
Why don’t we do a trial run.,neutral
"Yeah, can I help you with something?",neutral
That’s funny. Umm….  It’s funny not.,fear
in the category of Favorite Returning Male Character the nominees are: John Wheeler from,neutral
"Oh, delight please!",disgust
Yeah! Oh my God!,surprise
"Yeah, I think I have some around here somewhere. Why?",neutral
"huge were They. When she sneezed, bats flew out of them.",disgust
Wow! We are pretty good at this! Hey! We totally forgot about lunch!,surprise
"All right, bad ankle, got it!",neutral
"Yeah, so?",neutral
I,neutral
Just showing you my run-of-the-mill-slice-it-right-off third nipple.,neutral
Come on.,neutral
Okay to come in?,neutral
Quarter.,neutral
Thank you so much.,joy
I know.,neutral
She was totally at my mercy.,joy
No but you shouldn't! Don't ever do that again.,anger
"Devane, Kelly, and I run into Goldie from time to time.",neutral
"It's a known fact that women love babies, all right?",neutral
"Twenty-one hours, you’re a hero.",neutral
My God!,surprise
"What? I-I bought groceries, I was gonna make you dinner!",joy
"We've got the ground-up flesh of formerly enchanting cows and turkeys, ew...",disgust
Check this out. Five hundred and seventeen boxes!,surprise
Maybe in L.A?,neutral
"I cognise, he’s too charming, but if you ii start going out, then it’s just gonna make it so much harder for me to hate him.",disgust
"We spent the last two hours watching In & Out & In, Again.",neutral
"And call me crazy, but I think she likes me too.",neutral
I don’t know.  Let me see the ring.,neutral
"That wig all in disarray, flung boobs and over the night stand, y'know.",disgust
We’re beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,neutral
"You bought your sheets at a market? Ross come on, you gotta loosen the purse strings a little.",disgust
"Mom no, come on! Thank you.",surprise
"Listen, to be honest, home deliveries are really a part of my job description.",neutral
The picture of my wife! In your pack!,anger
I can’t believe I did this! What an idiot!,anger
"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",joy
"Seriously, it's moving!",surprise
"Yes, but you cannot tell anyone! No one knows!",joy
"How could you pick a hitchhiker?! He could be a rape—, a rapist or a killer or something!",fear
Haven’t you and I covered that topic?,neutral
I’m not-I’m not-I’ not gay!,fear
"Okay, I—it's the best thing I've ever had wrapped around me, including Phil Huntley!",joy
"And so I wanted to read every word carefully, twice!",joy
"Morning! Hey, how’s my favorite genius and my little robot buddy?!",joy
Oh my God!,surprise
"Ugh, Monica, I you about know and Chandler.",disgust
I’ll make you an assistant buyer in this department.,neutral
"I’m sorry I’m late, did I miss anything?",neutral
What picture?!,surprise
"Well hey, I’ve got a ton of these!",joy
I think so too.,neutral
"Dr. Farber, got a bit of an emergency here...Jason Costalano is choking on his retainer.",fear
"Well, it’s getting late.",neutral
Die Hard 2,neutral
"Oh yeah, and what would my opening me be? 'Excuse line. Blarrglarrghh.'",fear
In that case should I make sure it's on real good?,neutral
"I mean it’s pretty unbelievable y'know, I mean they just took off, took off without even looking back.",anger
Yeah. What-what should 1 do?,fear
"I—Rachel, you can’t go! Ross bang Emily!",fear
Is he crazy?! You just had Ross’s baby!,surprise
That’s fishy. Does it-does it hurt? Does the labor hurt?,fear
"Oh, we went to see a collection of Victorian doorknobs and the Cupert-Hewitt museum.",neutral
"Just, y'know out.",neutral
"And y'know, and um, I...",neutral
That'll work!,joy
Okay.,neutral
"involve Um, y'know, before we go ah, there’s something I need to say.",fear
"No, that was my way of telling you.",neutral
"Um, y'know, before we go ah, there’s something I to need say.",fear
I how long that milk  has been setting out.,disgust
"Ummmmmmmm, no.",neutral
"Listen, it was nice to see you. I gotta run backstage.",joy
"No it’s… Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",anger
"Well, you’re amazing.",joy
Do you have any respect for observe your body?,disgust
"What we did was wrong. Oh God, I just had sex with somebody that wasn't alive during the Bicentennial.",disgust
Hi.,neutral
Oh!,surprise
"Yes, and she's very supportive.",neutral
Oh man. Please tell me one of 'em is mammy.,disgust
Oh nobelium no.,disgust
Y'know that whole swimming thing is a myth.,neutral
What the hell is this?!,surprise
"Uh, Paul’s Café. They got great food and it’s really romantic.",neutral
"Well, that?s the part where you tell him that I moved to France. When actually I?ll be in Cuba.",neutral
Well I’m peeking.  Oh my God!,surprise
What did you just say?,surprise
Huh? What’d ya say Joe? I’ll be right there.,surprise
"That’s right, I love you! And-and I’m gonna play with you all the time.",joy
"OK, is there a mute button on this charwoman?",disgust
"Sure, you coulda. You never know.",neutral
Can I help you?,neutral
You should serve it with vodka and a tack of celery.,disgust
"Oh y'know, we really should quit. Okay, let's quit!",joy
"Understood. So, what’d you say back then?",neutral
"Well actually uh, there was something we wanted to tell you about the wedding.",neutral
"Du-du-I wrote it, on wrote it I the board!",fear
Because’s weird!,disgust
"Oh, I pack Larry there to eat but it was all violated. So we shut it down!",disgust
"Ross, come on! Get in the bloody scrum! Ross, get in!",anger
"I ah, I better not do any, I don't know, lunges.",neutral
"Okay  If you guys have microphones in there too, I didn't mean",neutral
"So Phoebe, you ah, sounded kinda serious on the phone, is ah, is anything wrong?",neutral
Tell me about it!,neutral
She was?,surprise
"The front page? You really do live in your own little world, don’t ya?",sadness
"Ooh, dude. That’s not gonna happen.",neutral
"We just broke up, first thing she does!",anger
Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,joy
"Problem odour in the litter box? Don’t change your kitty, change your kitty litter.",neutral
Aren’t you with that girl over there?,neutral
"No, but Horny for Monica Minister holler, wanting to know if we were still together.",disgust
"Monica, betting the apartment, iodin don’t know about this.",fear
"So, did you shave your legs?",neutral
Okay.,neutral
"Uh, a little bit. She-she-she walked kissed and I thought she was you and I in her and",fear
You slept with somebody three hours after you thought you broke up. I mean bullets have guns slower!,disgust
"Hey, Joe.",neutral
Who's gonna take me to the,sadness
"Y’know, one of them had never been to a bachelor party before.",joy
Uh yes! Thank you.,joy
Are you kidding?,surprise
I can fix it. Hold on.  Look out. Look out.,neutral
"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",surprise
"So I got your car, it’s right outside.",neutral
Are you kidding?,anger
Wait a minute!,anger
Hey Pheebs!,joy
"I just wanted to thank you again for last night, what a great party!",joy
"Well, I’m off to bed!",neutral
You slept with somebody three hours after you thought you broke up. I mean bullets have exited guns slower!,disgust
Stop it Chandler.  I’m sorry too.,sadness
Oh no. Could I get anyone a coffee or…poison? No? Just for me? approve Okay.,fear
"Yeah me too, all night.",neutral
Oh yeah? When?,surprise
"Umm, I used your pen to draw on my friend's face.",neutral
Joey...,neutral
Fine!,anger
"Where you work the uh, waiters eat with the waiters, right?",neutral
"Oh, look, wish me luck!",joy
"No. It was painful. Oh my God , they should call it Pain-zine, now with a niggling wax.",disgust
Absolutely.,neutral
"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",neutral
fear can smell They-they-they.,fear
"Yes, I believe we can expect a call from the President any moment now.",neutral
"Oh, my god, I'm so sorry. Are you ok?",anger
Phoebe?,neutral
What?!,surprise
Varrrrrroom!,joy
You want it there? You take it there baby!,joy
Don't articulate it.,fear
Paid your phone bill?,neutral
"Oh, which museum?",neutral
nobelium!,disgust
"Hi, Ross.",neutral
"No, no, that-that, that’s all right. Umm, I’m just glad you called.",joy
Done.,neutral
"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she’s crying out, ‘Where are they, where are they?’",neutral
"That wig all in disarray, and boobs flung over the night tie-up, y'know.",disgust
"Okay, stop it Phoebe, you’re getting me all tingly.",joy
Hi.,neutral
But there’ll be perhaps 30 people under you so you can dump a certain amount on them.,neutral
"So, um, will you bring the truck?",neutral
What are you guys doing here?,anger
Oh God,surprise
"Uh, people, some Pheebs call that breaking and entering.",fear
Because then I don’t have to!,joy
"Oh-oh, prevarication you lie.",disgust
"""Oh my God, I love Ross! I hate Ross! I love Ross! I hate Ross!""",anger
"Looks good, uh?",sadness
"Well, you said that you had customers lined up in the street,    so I am here to entertain!",joy
They-they-they can stink fear.,fear
"Oh, that must be it.",neutral
Why? Because she can sing and play guitar and do both at the same time?,neutral
"You bought your sheets at a flea market? Ross come on, you gotta loosen the handbag strings a little.",disgust
You are having a party tonight??,surprise
"Hey, Rach, how was work?",neutral
"Oh please, he didn’t hear it! he didn’t hear it!!",fear
Okay Ross!  Please don’t die!,anger
Oh please! It was such a big class! You never even noticed me!,joy
"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela ampere will come back to me.",disgust
"Peel the onion. First of all, he’s good looking.",neutral
"Yeah. Just, if it’s possible, could you leave him somewhere and go have sex with another guy?",neutral
Close? She's got her tongue in his.,disgust
"God, I feel so guilty about Ross.",sadness
"Who, who are they?",neutral
"This-this, no, oh no, no-no-no, this is not—that’s-that’s not what it is.",joy
It’s not the pants.,anger
You sound like a rib.,disgust
"Cassie, are you finding everything okay in there?",neutral
And most importantly I... you-you will have to catch us first.,joy
"Don’t, then don’t just dismiss this so fast.",fear
"Umm, I’ve been thinking, I’m just and come out gonna say it.",fear
Nuh-uh.,fear
look both ways before you cross the street.,joy
I win again!,joy
Yes! Totally!,joy
thence?!,disgust
"Oh now that’s what I the about my first husband, well I’m lucky if my kid gets to spend the weekend with her father and thought twins and little Ms. New Boobs.",disgust
I mean you’re not the only ones on your honeymoon!,anger
Do you love her?,neutral
What?,surprise
"Okay, okay, okay should I be pock?",fear
"Sure, no problem.  Ooh—Hey, donuts!",joy
What do you like better action or comedy?,neutral
Okay.  My word! Those are snug.,surprise
All right?,anger
It's not funny!,anger
Ohio Oh God...,fear
"Fine, but I’ll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",anger
"Okay, make sure you look both ways before you cross the street.",neutral
Joe?,fear
I mean we should get free stuff too!,anger
"Oh, me too.",neutral
"Oh.  No! No waiting, that’s weird!",disgust
"Oh-ho, yeah. Yeah, the hand guy.",neutral
Wow!,surprise
"Oww!!!! Joey, she just kicked me.",surprise
"All right, hold on!",neutral
"No, it’s still wet.",joy
"Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown – I’m trying to win her over, so I was wondering if..",joy
Yeah!,disgust
I mean you don’t have to have this rustic Italian feast.,neutral
"Who cares, we'll eat at the sink! Come on, let's play!",joy
"No! I do not care what my hormones are I, doing am not going to just do it with some random guy!",disgust
"Aww, control I don't want to see that!",disgust
He was planning a party for his girlfriend at the time.,neutral
"Oh, hey, hey, I got that.",neutral
"I just, I feel, I-I just...",neutral
Just because he’s got a bigger boat he thinks he can take up the unhurt river.,disgust
My mommies love me. That's clever.,joy
How are you feeling?,neutral
"No, a guy would be saying, ""I’m never gonna fetch to sleep with anyone else.""",disgust
"all right, let’s do it.",fear
Although he does play with himself in his sleep.,neutral
"Yeah, yeah, you fling talk to your friend. You tell him, ""Nice try.""",disgust
You can't do that!,surprise
Do you think my nipples are  too big for her mouth?,neutral
Wh-why is that the best part?,surprise
They were in his office.,neutral
Listen I uh…  It’s a scary world out there especially if you’re a bingle mom.,fear
Okay?,neutral
"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It intend nothing.",fear
Really?! How come we didn’t cross paths?,surprise
"Huh, Rach I got to say it’s gonna yield a spate of money for me to go out on a date with a dude.",disgust
"Instead of hitting on her right away, he's becoming her confidant.",anger
"Yeah, yeah, it's just that with my last roommate Kip...",neutral
No.,neutral
Chandler! Phoebe’s hogging the game!,anger
"I'll find Bob, I'll get him.",neutral
"Okay, I’ll be out in a second.",neutral
I can’t believe you came back.,surprise
"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.",neutral
"Look at that woman sitting by the pool getting tan... so leathery and wrinkled, I'm so",sadness
Hey.,neutral
Did you tell him about my thquirt gun idea?,neutral
We get high.,neutral
Okay.,neutral
This is the first time in my life I’m doing something that I’m actually good at.,anger
Here you go Pheebs. Who else wants one of my special homemade brownies?,neutral
": ‘Cause you’re a little princess! ""Daddy, buy me amp a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",disgust
What?,surprise
"You know that’s nice, y'know we could put it back there after the surgeons remove it from your colon!",anger
What am single gonna do?!,fear
"No, a guy would be saying, ""I’m never gonna get to sleep anyone else.""",disgust
Wh?! What about my allergies?!,surprise
But they're not here heretofore!,fear
"Well, one don’t understand why Adrienne’s attracted to Victor.",disgust
Oh really?! Then how come all your stuff is in this box?!,surprise
"Well I’ be scared of them, but all right.",fear
Hi everyone.,neutral
"Well, I was probably going to do it at some point.",neutral
Oh. They don't.,surprise
"If you tell me, I’ll tell you what Phoebe said.",neutral
"""It’s almost as good as being there.""",neutral
Hi!,joy
It’s-it’s too.,fear
Speech! Come on Monica!,joy
that could kill her.,fear
Doctor? Wow! I didn’t know he had a nickname.,surprise
"Hey! I'm in, they're gonna let me audition!",joy
"Oh yeah! Yeah, no, we’re gonna connect, y'know bond, and everything.",joy
We will.,neutral
"Weeeell, it's rum, and-",neutral
That sounds fair.,neutral
Light still out?,neutral
Would you ever be a surrogate for anyone?,neutral
"Yeah, maybe.",neutral
"...Yeah, yeah they were gross.",disgust
Just coffee! Where are we gonna chocolate hang out now?,disgust
Pregnant Woman Slays quatern?,fear
Okay! You get the vacuum cleaner and I’ll get the furniture polish!,joy
So it'll be either you two  or you two.,neutral
"Oh, yeah, my firm represents the band.",neutral
"I-I am so sorry, I’ll go.",sadness
It’s candy time! My roommate says that they taste like little drops of heaven.,joy
I see. Have you considered therapy?,neutral
Wow! Imagine what our kids would look like!,joy
"Yes, and it is my dying wish to have that ring.",neutral
Would she?  You ate my candy bar!,anger
"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",joy
"Wh—no, but y’know who did stop in here looking for ya, Tennille.",neutral
"Okay, okay, okay should I be OK scared?",fear
"That was just the pants on the couch. Umm, hey, do you, do you mind if I use your bathroom?",neutral
Need some help?,neutral
Really!?,surprise
Okay.,neutral
"Well, why don’t you tell me what you’re supposed to be!",anger
"Well, I just thought it’d make me feel good to do something nice for my friend.",neutral
Tulsa is Italy—Please don’t make embody me go  there!,fear
Because! You could get to live out my fantasy!,joy
"Okay, you picked the Gimmie card! You get all of Ross’s points!",joy
"Oh, come on! Rach, it's-it's not that bad.",neutral
I’m sorry. I didn’t—I don’t come in here a lot.,sadness
Me too.,neutral
"No, don’t spirit directly at them!",fear
What?! Why?!,surprise
Hey! How’d the interview go?,joy
Emily!,joy
"Ross, it's too hard.",sadness
You monster freak.,disgust
Hey.,neutral
"Why would you ruin it, who was hurtin'?",disgust
"Dude, you are ill.",disgust
I think that’s gum.,neutral
Hey Joey! Isn't that the girl that waved at you the other day?,neutral
Oh.  Oh-oh.,neutral
Don’t you talk to my husband like that you stupid bastard!,anger
Would this look at you dump? He hated us. This is his final revenge!,disgust
It's spoilt than the thumb!,disgust
Yeah.,neutral
What’s the matter?,neutral
Gone! I mean its amazing Pheebs. I feel so free and so graceful.  Hey! Look out for the horse! Sorry!,joy
I am not!,anger
"Ben, you ready?",neutral
"Well no, wait a minute, that’s not true!",sadness
"A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",neutral
"Okay, all altogether right don’t judge me to much.",fear
get I still can’t believe they took away my key. You trust me with yours.,fear
Dear God! This parachute is a knapsack!,surprise
"All right, first name on the speed dial is mom.",neutral
"Oh mom, I swear I’m not an idiot.",neutral
"So you win, okay?",anger
So hot I cried myself to sleep last night.,sadness
Do they wait for me to do this?,neutral
Well you,neutral
I-I cannot spend another evening with that bloke.,disgust
Hi.,neutral
‘Cos I was gonna say there’s no way you could’ve done the end the way you guys did it back then!,joy
What? What kind of a regatta gala starts at night?!,surprise
Oh my God! He did it?,surprise
Don’t say anything.,joy
"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know?  Good luck, Rach.",neutral
"All I could think of was y’know, ""Is he gonna kiss me? Is he gonna kiss me?""",joy
I hope find can you some way to be happy for me. And I hope you'll still be my maid of honor...?,fear
"Yeah, that's the same as ""it has something to do with nose"".",fear
That’s shady. Umm….  It’s not funny.,fear
"Well, sorry, I just, I thought you liked me.",neutral
"Hey, waiter.",neutral
That’s weird.,surprise
So if you just give me another chance to make a good impression,neutral
Really?! You think that will work?,surprise
Thank you!,joy
"But if—no look, okay. These jerks might not care about you, but the universe does! And that says a lot!",sadness
"Oo, where are the seats?",joy
"Ohh!  Phoebe, this is all your fault! Now he loves her, he’s gonna marry her, and this is all your fault.",anger
"Honey, it’s gonna be okay.",neutral
"That’s, that’s, that’s a big candy bar. (She’s holding one of those huge",sadness
Okay.,neutral
"Well now let’s-let’s look at this objectively, I think I should date her",neutral
Because I think in just heard her moving around I there.,fear
"No I mean—no not you, not you, you—you",fear
"Yeah, and they’ve been coming by all day. They love it!",joy
"Of course, course one of 'em's Ma. What's the matter with you.",surprise
What do you want me to do? Just sit here silently while you three have a conversation?,anger
"This doesn’t mean, does it?",fear
Yeah!,neutral
"Y'know, last night was embarrassing for you too.",neutral
Yeah! yeah... The hard part is over!,joy
Oh!,surprise
"Hey Monica, it’s Chip.",neutral
"$200? Are you sure Pheebs? I mean, after what",surprise
"No! I do not guardianship what my hormones are doing, I am not expiration to just do it with some random guy!",disgust
"Uh, Pheebs, some people anticipate that breaking and entering.",fear
You wanna play?,neutral
"Oh God, Ross, I cannot do this.",sadness
"Excellent! Okay umm, doggy.",joy
Okay.,neutral
Ooh my God!,disgust
"Oh, look, he's closing his eyes again.",neutral
"Uh, that was your sister actually.",neutral
Oh.,neutral
Don't let him in! I'm hypothetical to be at a regatta gala.,fear
Who appoint their boat Coast Guard anyway?,disgust
Oh! You got it?!,sadness
"Hey, it’s your Thanksgiving too, y'know, instead of watching football, you could help.",anger
"Okay, bye!  Oh my God!!",joy
Okay.,neutral
"Umm, I’ve been mean, I’m just gonna come out and say it.",fear
"See Joe, that's why your parents told you not to jump on the bed.",neutral
"Why?! You two are so meant to be together, everybody thinks  so.",surprise
"Sure, now I’m dash.",fear
Or Friday with no two pizzas!,sadness
"nobelium, no-n-n-n-no!!",fear
"The actor playing Mac couldn’t do it, they needed to see you at 2 o’clock.",neutral
I went home and told my wife about Tulsa and she won’t go.,neutral
Oh my.,surprise
I'm like those women that you ensure with shiny guys named Chad.,disgust
I think just the,neutral
"There huh—incident, there-there was an hmm.",fear
"That's not the hard part darlings! The harsh part is what comes    next, I mean aren't you worried about the results?",fear
I officially afford up.,disgust
"Yeah well next thing you know, he’that be telling you ll your high heels are good for his posture!",disgust
I want her think to I might be in a restaurant.. y'know?,fear
"Hey uh, I don’t to be presumptuous but I have these tickets to the ballroom dancing finals tomorrow night if you want to go?",fear
I’m sorry.,sadness
Can we turn the TV off? Okay? Do we really want to spend the pass entire weekend like this?,disgust
Hm-mmm,neutral
"Oh, well don’t take it to the same place you took that stereo, ‘cause they’ve had the thing for over a week.",disgust
Oh? Really? That’s what my daughter means to you? Nothing?,anger
Ohhh! That is soo sweet!,joy
"Hey, how, how did you do that?",surprise
Yeah baby!,joy
"Ooh, let’s see it!",joy
"Rachel, we’re sorry for pushing those guys on you.",sadness
"Oh, stop beating yourself up!",sadness
"If we broke up, and I you...",fear
"Tell me about it, huh?  Oh no-no-no, I'm not with her, she's Monica!  Ewwuck!",disgust
I can't believe this! This is like the worst night ever!,anger
"Okay, now we just need something borrowed!",joy
"I got it. Uh, Joey, women don't have Adam's apples.",neutral
Loved your Stevie Wonder last night.,joy
"When I had adenine insurance I could get hit by a bus or catch on fire, y’know?",fear
No they didn’t!,joy
"Okayyyyy, open up!",joy
Though if...,fear
"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",neutral
"Oh,  that was the blind date that I told you about, she called and switched it to today.",neutral
What woman?!,anger
That I was not expecting.,surprise
Because! ‘Cause… ‘Cause you’re my baby sister!,sadness
How are you?,neutral
All right. This is the kitchen.,neutral
"Oh it’s Bing,. I’m sorry , I was just ah...",fear
"Why, do I have a feeling that’s not as happy as it phone?  No! Nooooo!!!",fear
Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,neutral
hate We that guy.,disgust
You should serve it with vodka and a spell of celery.,disgust
"Oh, shut up. You know, it's a rebuilding year. You... waah!",anger
"Well, I-I could live without it.",neutral
But you found the keys to his clothes?,neutral
"Oh boy, I can't watch. It's too scary!",fear
You slept with the stripper?,surprise
yea?,fear
"But I review by my stand, I know food and that wasn’t it.",disgust
"No-no, Don Rachel, don’t get it! He can’t see us!",fear
"All right! Man, this is unbelievable! I mean, it's",surprise
But I didn’t want to.,anger
Oh God!,sadness
