Utterance,Emotion
Look at this.,neutral
"Oh, it looks like mom and dad’s house.",neutral
"Oh, it even has a tree with a broken limb out front and the uh, the window in the attic is…Oh my God!",surprise
What? What happened to the window in the attic?!,surprise
I can’t believe mom and dad are selling the house!,anger
I can’t believe they-they didn’t even tell us!,joy
I can’t believe I still don’t know what happened to the,surprise
Nothing?,neutral
"Look, you and I have been given a gift.",neutral
We have to do something with it.,neutral
"Like-like, hand modeling!",joy
Or-or magic!,joy
I have to get back to,neutral
Whoa!,surprise
Whoa!,surprise
We could have our own show!,joy
Y'know we could clap our hands together people will love it!,joy
Huh?,anger
And-and-and I wrote a song for us!,joy
"(Singing, to the tune of",joy
That's okay.,neutral
But you haven't even heard the chorus!,neutral
"Well, she’ll understand right? It’s not like I did it on purpose.",sadness
"Dad, that won’t matter to her.",neutral
"Look, all my stuff is safe and dry and all hers is-is, is growing new stuff!",anger
"See, this is exactly the kind of thing that makes her think you guys love me more than you love her.",anger
"Oh my God, does she really thinks that?",surprise
"Well, can you blame her?",sadness
"Well I don’t know, I-I suppose we may have favored you unconsciously, you were a medical marvel! The doctor said your mother could",joy
"Dad, dad I don’t want to hear about it.",sadness
Really?,surprise
"Well, not right now.",neutral
"Okay look, Monica came here for some memories and damnit, we’re gonna give her some!",neutral
"Okay, grab…grab some empty boxes.",neutral
Okay?,neutral
We’ll-we’ll take stuff from mine and whatever we can pass off as hers we’ll-we’ll put ‘em in there.,joy
"Y’know Joey, I could teach you to sail if you want.",joy
You could?,surprise
Yeah! I’ve been sailing my whole life. When I was fifteen my dad bought me my own boat.,joy
Your own boat?,surprise
What?! What?! He was trying to cheer me up! My pony was sick.,surprise
He’s coming here for Thanksgiving!,joy
Count in our heads as-as good,anger
I guess I'm done.,neutral
Fun’s over,joy
"Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!",fear
I think I'm gonna take-off.,neutral
"Guys, rules are good! Rules help control the fun!  Ohhh!",joy
Dehydrated Japanese noodles under fluorescent lights... does it,neutral
"Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.",neutral
"Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...",neutral
Do you want a date Saturday?,neutral
Yes please.,neutral
"Okay. He's cute, he's funny, he's-",neutral
He's a he?,surprise
Well yeah!,surprise
...Oh God.,fear
"I- just- I thought- Good, Shelley.",anger
I'm just gonna go flush myself down the toilet now...,disgust
"Okay, goodbye...",disgust
"Well, it's official there are no good movies.",sadness
"Well, let's go to a bad one and make out.",neutral
"Perhaps, you would like me to turn like this,  so that you can bunny bump against my back.",neutral
Hey!,surprise
Hey.,neutral
"Hey, man. What's up?",neutral
Maybe you can tell me.,neutral
My agent would like to know why I didn't show up at the audition I didn't know I had today.,anger
The first good thing she gets me in weeks.,neutral
How could you not give me the message?,anger
"Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.",anger
"Yes, it was! It was him! Uh huh!  Okay, it was me!",anger
"See Joe, that's why your parents told you not to jump on the bed.",neutral
Can I ask you something? Have you ever had a guy have a crush on you?,neutral
Is that why you wanted to tie my tie?,surprise
There’s this kid in my class who said he’s in love with me.,sadness
Whoa!,surprise
Whoa what?,surprise
Ross has a boyfriend.,neutral
I do-I do,joy
Really?,surprise
Yeah!,joy
I don’t know.,neutral
"I mean, last year Elizabeth now-now this kid.",anger
What-what-what-what is it?!,joy
Am I giving out some kind of…sexy professor vibe?,anger
Not right now.,neutral
It-it—The point is my natural charisma has made him fail his midterm.,sadness
"Oh, see now I feel bad for the kid!",sadness
I had a crush on a teacher once and it was so hard!,joy
Y’know you—I couldn’t concentrate and I blushed every time he looked at me.,neutral
"I mean come on, you remember what’s it’s like to be 19 and in love.",neutral
Oh yes! Thank you very much!  Oh that’s-that’s actually how the French drink it.,joy
A new pair of shoes for the Chan-Chan man!  Yes!,joy
Yes! I've-I've never seen a roll like this in my life!,joy
"That's right baby! Okay, what do I want now?",joy
"Okay, ah umm, ah, a 8. Ah, a 6?",neutral
Pick a number! That is your,neutral
8. 8!,joy
Thank you!,joy
"If you get this one, we buy everybody here a steak dinner!",joy
"Yeah, I understand.",neutral
Take as much time as you want.,neutral
"Ten, even twenty minutes if you need it.",neutral
I’ll be here.,sadness
Not smoking.,sadness
"We’re really gonna do this, huh?",surprise
Looks like it.,neutral
"Y’know, if, if this is too weird for you, we can still back out at",neutral
I got it!,joy
Okay.,neutral
Susan! Hi!,joy
Hey!,joy
Thank you so much for coming.,joy
"Oh, I wouldn’t miss it for the world.",joy
I’m-I’m Ross by the way.,neutral
Hello Ross.  I love what you’ve done with this space.,joy
Thank you so much.,joy
How hot is this?!,surprise
"Guess who's here. It's the toughest guy in toy land, Ben.  'A real American hero. I'm",neutral
G.I. Joe,neutral
"Look Ben, it's a toy that protects U.S. oil interests overseas!",joy
"It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid.",sadness
"That, that's what's stupid.",disgust
"I don't need an actual man, just a couple of his best swimmers.",neutral
"And there, there are places you can go to get that stuff.",neutral
Down at the docks again?,anger
"Hi there. How many, how many ah, did you sell?",neutral
I’m not gonna tell you! You’re the bad man who broke Sarah’s leg.,anger
"Hey now! That was an accident, okay.",anger
You’re a big scrud.,anger
What’s a scrud?,neutral
"Why don’t you look in the mirror, scrud.",anger
I don’t have too. I can just look at you.,joy
"All right girls, and man. Let’s see your final tallies.  Ohhhh, Debbie,  321 boxes of cookies,  Very nice.",joy
Not nice enough.,anger
"Charla, 278. Sorry, dear, but still good.",neutral
"So, how’d the lasagne go over?",neutral
Really?!,surprise
Good.,neutral
So you owe me three pretty things.,neutral
"Yeah, I’ve been thinking a lot about you too.",neutral
It’s hard this whole platonic thing.,sadness
It’s a word!,surprise
"Yeah, I do think it’s better this way.  Yeah, we’re being smart.   Yes, I’m sure.",neutral
You really sure?,neutral
I’ll call you back.,neutral
"So, are you really gonna go out with that nurse man?",surprise
"Well uh, you and I are just goofing around, I thought, why not goof around with him.",neutral
"Y'know, I don't know if you've ever looked up the term goofing around in the dictionary… Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together.",neutral
"But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary.",neutral
I am,neutral
I think you're better than you think you are.,neutral
"Really? Okay, so",surprise
Know when to stop.,neutral
"Y'know, I sensed that I should stop. So we're okay?",neutral
"Yeah. All right, I'm gonna go tell Dan that it's not gonna happen.  Don't do the dance.",neutral
Right!,joy
"Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!",anger
Hey!-Hey! What’s going on?,surprise
She broke my arm.,anger
He touched my fanny.,anger
"No, she touched mine first!",anger
That’s my job!,anger
Are you being British?!,surprise
No. Not anymore.,neutral
Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,surprise
"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",neutral
Barley? What kind of party serves barley?,anger
"Well, I'm sorry if my friends aren't as sophisticated as yours.",anger
Where is this party?,neutral
Here in Chelsea.,neutral
Who's party is it?,anger
A woman's,neutral
What woman?!,anger
Chelsea.,neutral
"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet.",disgust
"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle.",disgust
So like which of these two guys do you want to be?,sadness
Can I be that guy?,joy
Great story again! The yarns that you weave! Woo-hoo-hoo!,joy
"Y’know uh, actually I-I-I should get going.",anger
Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,fear
"Wow. Oh, I am really flattered, but I just I don’t feel that way about you.",surprise
"Oh no-no-no, that’s not—No-no-no!",anger
Did you just flick me?,anger
"OK, well, you wouldn't let me finish and I was jus- [Monica flicks her back] Ow. That hurt [flicks Monica]",joy
"Oh!  All right.  Now, let's not do this!",anger
Happy thoughts!  Happy thoughts!,anger
"OK, now I'm gonna kick some ass.",anger
Ow! Ow! Ow!,anger
"Alright, now I will let go if you both stop.",neutral
Fine!,anger
Fine!,anger
"There we go.You know what, if we were in prison, you guys would be, like, my bitches.",neutral
"Okay, buddy-boy. Here it is. You hide my clothes, I'm wearing everything you own.",neutral
Oh my God!,surprise
Look at me! I'm Chandler! Could I,joy
"Whew, it's hot with all of this stuff on.",neutral
"I ah, I better not do any, I don't know, lunges.",neutral
Hi.,neutral
Hi.,neutral
"Hi, listen, I’m sorry about before.",sadness
I don’t need to have a game room.,neutral
"I mean when I was a kid I only played those games because I couldn’t get girls, and now I",neutral
Stop it Chandler.  I’m sorry too.,sadness
Really?,surprise
Yeah! Oh yes!,anger
Ohh.,neutral
"Listen, we don’t have to make that a guest room, we can think of something to do with the room together.",joy
That’s a great idea! We can,joy
Totally!,joy
We don’t have to come up with this now.,neutral
Oh good.,joy
"Yeah, and I am okay with being a pushover.",neutral
That’s great. Good for you guys.,joy
I am not high maintenance!,anger
I am not a pushover!,anger
Who said you were?,neutral
You did!,anger
"Oh, I’m flaky. I’ll say anything.",neutral
"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",joy
That does not sound stupid to me.,neutral
"You know, it's like the first time I had to make dinner for myself, after Carol left me?",neutral
"I'm sorry, that's all the time we have.",sadness
Next on Ross... Uh-oh.,neutral
What uh-oh?,joy
"Uh-oh, uh-oh, the laundry's done.",fear
"It's, uh, it's a song.",neutral
The laundry song that we sing.,neutral
"Uh-oh the laundry's done, uh-oh, uh-oh.",neutral
"Ross, what's the matter?",anger
"Nothing, nothing. Lee-lo, the laundry's done.",neutral
Why are you here?,surprise
"Well, Sid and I are trying again and we had trouble last time    because apparently we...",sadness
"No no no... I mean,",neutral
Oh! Someone's a little cranky today cuz they have to do it in    a cup!  Oh! They gave you the kiddy size .,anger
What!?,surprise
This was fun! But I've got an invasive vaginal exam to get to!,joy
"I'd love to stay, but I have eh...  got    a hot date...",joy
Please... go!  Just let me know if you    need a hand!,neutral
I think it just fell off.,neutral
"I don't want to be single, okay? I just... I just- I just wanna be married again!",sadness
And I just want a million dollars!,fear
Rachel?!,surprise
Yeah.,neutral
"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",anger
And we're not a couple of suckers!,anger
"I hear ya, Mugsy!",neutral
"But look, all these rooms are fine okay?",neutral
"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",anger
"Okay,",neutral
Nothing! It's over! Dammit! This is regularly scheduled programming!,anger
Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,disgust
"Oh, I'm sorry, am I getting in the way of all the room switching fun?",anger
"Hey, don't blame me for wigging tonight!",anger
"Oh, who should I blame? The nice bell man who had to drag out luggage to 10 different rooms?",anger
"I don't know, how about the idiot who thought he could drive from Albany to Canada on a half a tank of gas!",anger
Do not speak ill of the dead.,anger
"We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you?",anger
"I just want to watch a little television. What is the big deal? Geez, relax mom.",sadness
What did you say?,anger
"I said, ""Geez, relax Monnnnn.""",fear
"Y’know, maybe it’s best that we never got to do it again.",neutral
"Yeah, it kinda makes that-that one night special.  Y’know, technically we still",neutral
"I’m gonna go to the bathroom, maybe I’ll see you there in a bit?",neutral
‘Kay!,neutral
Can I ask you something?,neutral
"Uhh, no.",neutral
"Felicity and I, we’re watching",neutral
No.,neutral
"I mean, the giant is like five years younger than me, y’know, you think I’ll ever get there?",neutral
Yes.,neutral
Thanks man.,neutral
Okay man.,neutral
But what about how much taller he is than me?,neutral
"I mean, there’s no way I can make myself taller now, y’know?",neutral
"And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?",anger
"Hey, Monica, wow you’ve been in the bathroom for like a half-hour.",surprise
I know!,anger
"Had the beef-tips, huh?",neutral
"Good-bye and God speed, Hope Brady.",neutral
Not so fast Wesley!,anger
Ramoray!,sadness
"That’s right Wesley! I just stopped by to say that, you’re not a real doctor! And that woman’s brain, is fine!",anger
Oh! Thank God!,joy
Hope! Hope!,joy
Drake!,joy
"You’re not dying Hope, you’re gonna live a long, healthy life. With me.",joy
Oh Drake.,joy
Okay!,joy
Here we go!,joy
Okay!,joy
"Hi, Joey!",joy
It’s Rachel!,joy
"Umm, I am free tomorrow night.",neutral
"Yeah, sure, sure I can bring some sandwiches.",neutral
"OK, we got the cole slaw, we got the buns...",neutral
"We've got the ground-up flesh of formerly cute cows and turkeys, ew...",disgust
Men are here.,neutral
"Mom, would you relax.",sadness
"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",sadness
"Mom, c'mon, stop worrying.",fear
"This is a safe street, this is a safe building, there's nothing",neutral
Hi.,neutral
"Hi, hi can I help you?",joy
"Yeah, I'm looking for Phoebe, does she still live here?",neutral
"Uh, no she doesn't but I can, I can get a message to her.",neutral
"Great. Uhh, just tell her her husband stopped by.",neutral
What?,surprise
"Hey, how, how did you do that?",surprise
"Alright, somebody.",neutral
"OK, I'll go. OK, senior year of college... on a pool table.",neutral
Whoooaa!,surprise
That's my sister.,neutral
OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.,neutral
Oh my God! What were you doing in a library?,surprise
"Pheebs, what about you?",neutral
Oh... Milwaukee.,neutral
Um... Ross?,neutral
"Disneyland, 1989, 'It's a Small World After All.'",neutral
No way!,surprise
The ride broke down.,neutral
"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom.",joy
"Oh, Rachel.",neutral
Hey!,joy
Hey!,joy
"Oh, is the play over?",neutral
Yeah. Where were you?,neutral
"Thank you for your patience, you’re the next caller.",neutral
You were the next caller five hours ago. You must be going crazy.,joy
Nah. I kept myself busy.,neutral
"Oh, okay, yeah.  I put your stuff in her room, and her stuff in your room.",neutral
"Well there’s yore. And uh, y’know, yesteryear.",neutral
"Yeah no, I’m telling you Rachel has such a great eye for this stuff.",neutral
"Ross, y’know if you ever decide you need to redecorate—And I think that you should.",neutral
"You should, you should ask Rachel to help.",neutral
Oh honey he doesn’t need my help.,neutral
"Oh, come on! I think he’s ready to get rid of, what did you call it? The cheap knock-offs and dinosaur junk.",joy
Really?!,surprise
"Hey, y’know what?",surprise
"Since you have such a great sense of what I need, uh ooh, here’s-here’s 60 bucks, why don’t you take Phoebe down to that Colonial flea market of yours and get me some stuff.",neutral
"Y’know what? I don’t, I don’t think Phoebe really wants to come.",joy
No! I do want to!,joy
"Oh, she does want to.",neutral
She does want to.,neutral
Yeah!,joy
"Wow, you have really pretty feet.",surprise
These old things.,sadness
"Would you mind spending some time on my siadic area, it’s been killing me today.",anger
"You mean the—Okay by siadic, you mean the towel covered portion.",neutral
Yeah.,neutral
"Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get y’know, real  nice and tight.",neutral
"So umm, tell me Rick, how umm, how did you injure the area.",surprise
"Oh, a 16-hour sit-in for Greenpeace.",neutral
Oh.,neutral
Ow! Did you just bite me?,surprise
No!,surprise
"Um, that's it.",neutral
No.,neutral
Crew guy.,neutral
Yeah.,neutral
Why have you been following me?,anger
"I mean, all week long everywhere I look there's you.",neutral
"You wouldn't return my calls, you sent back my letters....",sadness
What?,surprise
"One more chance Ursula, please?",sadness
Okay.,neutral
"Okay, and then this is the coffee house. This is where I play my music.",neutral
Good deal.,joy
Here you go.,neutral
Thank you.,neutral
Hi!,joy
"Hi! All right, let’s go shoppin’!!",joy
"Um, y'know, before we go ah, there’s something I need to say.",fear
"Oh, okay.",neutral
"I’ve kinda of had this ah, this crush on you.",fear
"But since you were with Ross, I-I didn’t do anything about it.",joy
"But, now that you’re not, I’d really like to ask you out sometime.",fear
"So-so that’s-that’s what I’m doing, now.",fear
Wow! Umm....,surprise
I dropped a cup.,neutral
"Hello, tiny embryos.",neutral
"Well, I’m-I’m Phoebe Buffay, hi!",joy
I’m-I’m-I’m hoping to be your uterus for the next nine months.,joy
"You should know, that we’re doing this for Frank and Alice, who you know, you’ve been there!",joy
"Umm, y’know they want you so much, so when you guys get in there, really grab on.",joy
"Okay, and-and I promise that I’ll keep you safe and warm until you’re ready to have them take you home, so… Oh!",joy
"And also, umm next time you see me, I’m screaming, don’t worry, that’s what’s supposed to happen.",neutral
Ready?,neutral
Uh-huh.  Good luck.,sadness
Then we have to await the data from recent MRI scans and DNA testing which call into question information gathered from years of simple carbon dating.,neutral
"Look at that woman sitting by the pool getting tan... so leathery and wrinkled, I'm so",sadness
I'm not your brother.,neutral
What about my children Drake?! Huh!?  No!! No!! No! God!,anger
Why don’t we try massaging the breast to stimulate the flow.,neutral
Are you kidding me?!,anger
It’s just so frustrating! Why doesn’t she want my breast?!,anger
I don’t know! Maybe she’s crazy!,anger
"Hey Joey, I got some beer for you.",neutral
"Uh, don't you mean ""for whom?""",neutral
"Sure, listen I was gonna order some pizza, you wanna share one?",neutral
"Pizza, heh, its not like I never had that before...ba dum bum cheshhh.",neutral
Is there something wrong?,neutral
"All right, All right, let's just get this out in the open okay?",neutral
You're hot.,neutral
I'm lovable.,neutral
Clearly there's a vibe going on between us.,neutral
"But, we're roommates and it's a huge mistake for us to continue down this road.",neutral
Joey...,neutral
"Oh no it’s not, no it’s not. It’s a first date. I’m",fear
"Ho-oh, he’s gonna get some!",joy
Of the glare from the streetlight out of his apartment.,neutral
"Y’know so umm, he’s closed the drapes there so he can have a nice, pleasant conversation with your little sister.",neutral
"Well, I’m off to bed!",neutral
You were so funny with that waiter! You're such a nut!,joy
"Y'know, breadstick fangs are always funny.",joy
"No, you make them funny. You're the funny one!",joy
"Uhh, look Katie, uh listen, we-we need to talk.",fear
Okay?,neutral
"Umm, look I like you.",fear
"I-I really do, I like you a lot.",fear
Okay?,anger
"But sometimes when you, when you playfully punch me like that it-it feels like someone's hitting me with a very tiny but very",joy
"Aww, like I could hurt you. Are you making fun of my size? Don't make fun of me because of my size!",surprise
"Oh, Joey! Sorry!",surprise
They made you head of the department!,joy
"No, I get to teach one of his advanced classes!  Why didn’t I get head of the department?",joy
"Oh! Hey Rach, listen umm",neutral
Yeah.,neutral
"I got a big date coming up, do you know a good restaurant?",neutral
"Uh, Paul’s Café. They got great food and it’s really romantic.",neutral
"Ooh, great! Thanks!",joy
"Yeah! Oh, and then afterwards you can take her to the",neutral
"You sure are naming a lot of ways to postpone sex, I’ll tell ya",neutral
"Ooh, I miss dating.",sadness
Gettin’ all dressed up and going to a fancy restaurant.,neutral
"I’m not gonna be able to do that for so long, and it’s so much fun!",joy
I mean not that sitting at home worrying about giving birth to a sixteen pound baby is not fun.,neutral
"Hey, y’know what?",neutral
Huh?,neutral
Why don’t I take you out?,neutral
"What?! Joey, you don’t want to go on a date with a pregnant lady.",surprise
Yes I do!,joy
"And we’re gonna go out, we’re gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out",joy
Okay! I’ll go with ya! I’ll go! I’ll go with ya.,joy
I’ll be fun.,neutral
All right?,neutral
Hi!,joy
Hey!,joy
"Joey, I gotta tell ya, I've been thinking",neutral
"Oh, you know, the writing was good, and the director is good,    and... and my co-star's good",joy
"God, you have to tell me what happens tomorrow!",joy
"Ow, I'm just going over the script now! You wanna read lines with    me?",surprise
"Me? Oh, no, I am not an actress.",disgust
"Oh, all right, I can ask Monica.",neutral
"Oh screw her, that part is mine!",anger
"Right...  ok, so just from the top of the page, right here.",neutral
"Okay. . Hello Drake, I'm surprised to see you    here.",surprise
I can't believe you married him.,surprise
But what choice did I have. He was keeping my sister    in a,anger
So what about us? Everything we feel for each other.,sadness
It's over! You,joy
How can I?,surprise
"Knowing I'll never hold you in my arms again,    or touch your skin, or feel your lips, knowing I'll never make love to you?",sadness
How can I accept that...,sadness
I can never kiss you again when it's all I can do not    to kiss you right now.,sadness
Kiss me.,joy
What?,surprise
"Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?",joy
The bigger half.,neutral
I'd like to propose a toast.,joy
"Little toast here, ding ding.",joy
"I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting.",joy
"Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?",anger
So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,joy
That's so sweet.,joy
"And hey, here's to a lousy Christmas.",joy
And a crappy New Year.,joy
"Here, here!",joy
"Now, hold on!",anger
Hold on!,anger
"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I’m gonna be at that airport and I hope that she’ll be there too!",anger
"Oh yeah, I said Rachel’s name, but it didn’t mean anything, Okay?",anger
She’s-she’s just a friend and that’s all!,anger
That’s all!,sadness
Now just tell Emily that I love her and that I can’t imagine spending my life with anyone else.,anger
"Please, promise me that you’ll tell her that.",sadness
"All right, I’ll tell her.  Come on bugger face!",anger
Call me.,neutral
"You spend half your life in the bathroom, why don’t you ever go out the bloody window!",anger
What happened?!!,surprise
"Well, I don’t know!!",surprise
We fell asleep! That is all.,neutral
"Yeah. Yep. Yeah. All right, well uh, I’d better go.",neutral
I think that would be best.,neutral
"Yeah. All right, I’ll talk to you later.",neutral
Okay. But not about this!,anger
No! Never! Never!  Bye.,anger
No touch! No touch!,neutral
"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa.",sadness
What?,surprise
"It’s a funny story, actually.",neutral
"I kind of fell asleep  in the meeting this morning so when I said I’d move to Tulsa, I didn’t really  know what I was saying.",neutral
You fell asleep?,surprise
"But only because I was up all night worried about this  meeting, ain’t that funny?",fear
Irony?,surprise
"Not a fan, alright .",neutral
"See, here’s  the thing.",neutral
I went home and told my wife about Tulsa and she won’t go.,neutral
"See, me, I  love Tulsa!",joy
Tulsa is heaven!,joy
Tulsa is Italy—Please don’t make me go  there!,fear
"Chandler, I…",joy
No no no!,fear
"Look, Carol, can I call you Carol?",neutral
Wh-why  would I when your name is Elaine?,joy
"Oh what a great picture of your son,  strapping!",joy
"That’s a picture of your daughter, isn’t it,  well she’s lovely.",joy
I like a girl with a strong jaw.,sadness
I’ll call you from Tulsa.,neutral
Hi.,neutral
Hey.,neutral
How are you?,neutral
"I'm not too bad. Fortunately, blue's my colour. How-how did you know I was here?",neutral
Because... I'm Monica Geller. It was my credit card you were using.,neutral
That I was not expecting.,surprise
"I want you to know, it wasn't me who turned you in.",neutral
Oh. Thanks.,neutral
"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing",joy
"Well, actually, you only got to sing 'Memo-'.",neutral
I just can't believe you're in here.,surprise
"I mean, what am I gonna do without you?",sadness
Who's gonna crash the embassy parties with me?,sadness
Who's gonna take me to the,sadness
"Uh... Oh, Mindy, you are so stupid. Oh, we are both so stupid.",disgust
What do you mean?,neutral
Smell familiar?,neutral
Oh no.,fear
"Oh, I am so sorry.",sadness
"No me, I am so sorry...",sadness
Oh my.,surprise
"Well, there's no way I'm gonna get a shot.",fear
"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",fear
"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.",neutral
Did you tell him about my thquirt gun idea?,neutral
"My brother, the PhD would like to know if there's any way to treat this orally.",neutral
"No, under these circumstances it has to be an injection, and it has to be now.",neutral
Tho?,neutral
Ohhh.,fear
"That's good, have a seat.",neutral
"Um, the doctor says it's gotta be a needle.",neutral
"You're just gonna have to be brave, ok?",neutral
Can you do that for me?,neutral
Ok.,neutral
Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,neutral
Yes!,fear
"All right, Ross, don't squeeze it so hard.",neutral
"Honey, really, don't squeeze it so hard!",anger
Let go of my hand!,anger
You’re gonna love me so much. I got Sting tickets!!,joy
Oh my God! I do love you! How did you do it?!,joy
Well…let’s just say,neutral
"Oo, where are the seats?",joy
"Uh, middle balcony.",neutral
You’re a mean old woman.,anger
No! Wait no! Shut up—I mean don’t cry! Let me get my checkbook!,sadness
"Look honey, you don’t have to do this, okay?",surprise
It’s the strength you have inside that means the most to me.,joy
"You’re loyal, you’re honest, and you have integrity!",joy
That’s the kind of strength that I want in the man that I love!,joy
That means nothing to me.  Come on!,anger
"Oh! Hey, Mr. Treeger.",fear
: What are you doing?,neutral
Ummm. Oh! I’m sorry.  It’s a little old but,joy
: No! You’re clogging up the chute that I spent a half-hour unclogging!,anger
I’m sorry. I didn’t—I don’t come in here a lot.,sadness
": Oh yeah, of course you don’t!",anger
": ‘Cause you’re a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",disgust
": You think you could make a mess and the big man in coveralls will come in here and clean it up, huh?",anger
"Well, why don’t think of someone else for a change?",anger
"Okay, I’m sorry.",sadness
Hello!,joy
What's this?,neutral
Oh right its that girl's phone number.,neutral
"Yeah-yeah, there it is, just a phone number a really hot girl gave me.",joy
"It's no big deal, I mean it is her home phone number, but... Whoa!",surprise
"Whoa-whoops, I almost lost this baby!",joy
"Yeah, the lovely Amanda gives me her number and I-I go and drop it.",anger
Thank you.,neutral
I don’t know how any of these got opened?!,surprise
You opened them all?,surprise
"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",joy
Oh hey! You got my parent’s gift!,joy
Yeah. What is that?,neutral
"Well, I don’t know. I think it does something to salami.",sadness
Hey! How’d it go?,sadness
Yeah. What-what did Tag say?,neutral
Tag is not the father! And Joey knows now?,sadness
"I do Rach. I do, and I so happy for you.",joy
"Oh wow, you didn’t even try to unhook my bra!",surprise
So are you ever gonna tell whoever it is?,neutral
"No, I will. I’m just not up for it tonight.",neutral
"Hey Rach listen, no matter what this guy says I want you to know you’re not gonna be alone in this.",joy
I’m not?,surprise
Listen I uh…  It’s a scary world out there especially if you’re a single mom.,fear
"Y’know, I always felt like you and I have this-this special bond.",neutral
"So,  Rachel Green will you marry me?",joy
Thank you.,neutral
If I can’t have it you can’t have it!,anger
"I can’t believe her, y’know it’s just—it’s so typical.",disgust
"Now Monica, I know you’re upset, but don’t forget.",neutral
"There is going to be a wedding, you are going to throw the bouquet, and",neutral
Paris?,neutral
We will take a moonlit walk on the Rue de la .,neutral
Keep talking.,neutral
"Then we will sprinkle rose pedals on the bed and make love. Not just because it’s romantic, but because I can!",joy
I love you!,joy
Yes!,joy
I win again!,joy
Ha-ha!,joy
That’s like 500 bucks you owe me!,joy
Whoo-ho-hoo!,joy
$500 that is a loooot of electricity!,joy
Whoo-ho-ho!,joy
I gotta buy some food.,neutral
"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",neutral
You serious?,surprise
Oh yes!,anger
"Okay, get ready to owe me!",joy
Okay.,neutral
"Okay, here we go. Ready?",neutral
No! No! No! No——one can beat me.,anger
"See? Now, that’s why only the little fake men are supposed to do all the kicking.",fear
Who is that?!,surprise
"Don’t worry, I’m brave!",sadness
I am brave!,fear
I…I am brave!,fear
No-no-no-no!!,fear
Can you tell me who is there please?,neutral
Hi!,joy
Hi. Do you know what time it is?,neutral
It’s candy time! My roommate says that they taste like little drops of heaven.,joy
Oh please!  Did you hear that? Little drops of heaven.,joy
4:00 A.M.,neutral
"So, can I get some candy?",neutral
"I am sorry, but some of us have to",neutral
"Umm, listen I am sorry, but I’ll put some out first thing in the morning.",sadness
"Well okay, I’ll swing by later. Do you live in this building?",neutral
Um-hmm.,neutral
Mm! Seems like I would’ve remembered you!,surprise
Mm! Night Gar’!,neutral
Aaron! You gotta let me go. The guy’s hammered!,joy
"I’m sorry Joey, as long as he’s here and he’s conscious we’re still shooting.",neutral
You wouldn’t happen to have a very big fork?,neutral
"So I uh, I just talked to the director. That’s it, we’re done for the day.",neutral
Well have we finished the scene?,surprise
Yeah! You…you were wonderful.,joy
As were you.,neutral
"So I got your car, it’s right outside.",neutral
